date,disaster_type,event_name,location,impact_area,severity_level,title,source,category,wind_speed,rainfall,casualties,damages,damages_normalized,url,scrape_time
2025-11-26,"Lũ, lũ quét",Bão Koto,"Lâm Đồng, Trường Sa, Biển Đông, Hoàng Sa, Khánh Hòa","Lâm Đồng, Trường Sa, Biển Đông, Hoàng Sa, Khánh Hòa",Trung bình,Điểm bất thường của cơn bão Koto,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 8, giật cấp 10",,108 người chết,,,https://dantri.com.vn/thoi-su/diem-bat-thuong-cua-con-bao-koto-20251126143030776.htm,2025-12-06T13:43:07.450705
2025-12-02,"Lũ, lũ quét",Bão Bualoi,"Lào Cai, Bắc Ninh, Hải Phòng, Nghệ An, Hà Nội","Lào Cai, Bắc Ninh, Hải Phòng, Nghệ An, Hà Nội",Không xác định,"Lũ “lấy mất” trường, thầy cô đi xin từng cuốn vở, gieo mùa chữ mới",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/giao-duc/lu-lay-mat-truong-thay-co-di-xin-tung-cuon-vo-gieo-mua-chu-moi-20251129114244994.htm,2025-12-06T13:43:08.479627
2025-11-25,"Lũ, lũ quét",,"Biển Đông, Đắk Lắk, Trung Bộ","Biển Đông, Đắk Lắk, Trung Bộ",Không xác định,"Ứng phó bão, Đắk Lắk yêu cầu thủy điện vận hành ""không gây lũ nhân tạo""",Dân Trí,Thiên tai khí tượng – thủy văn,,150-250 mm,,,,https://dantri.com.vn/thoi-su/ung-pho-bao-dak-lak-yeu-cau-thuy-dien-van-hanh-khong-gay-lu-nhan-tao-20251124233046166.htm,2025-12-06T13:43:09.080817
2025-12-01,"Lũ, lũ quét",,"Phú Yên, Tây Nguyên, Bình Dương, Đồng Nai, Miền Trung","Phú Yên, Tây Nguyên, Bình Dương, Đồng Nai, Miền Trung",Không xác định,Phận nghèo trong lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/phan-ngheo-trong-lu-4988284.html,2025-12-06T13:42:00.469616
2025-11-24,"Lũ, lũ quét",,"Khánh Hòa, Phú Yên, Thái Nguyên, Gia Lai, Hà Nội","Khánh Hòa, Phú Yên, Thái Nguyên, Gia Lai, Hà Nội",Không xác định,Người vùng lũ cần cứu trợ gì ngoài mì tôm?,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/nguoi-vung-lu-can-cuu-tro-gi-ngoai-mi-tom-4984085.html,2025-12-06T13:42:01.728438
2025-11-27,"Lũ, lũ quét",,"Trung Bộ, Khánh Hòa, Gia Lai, Đắk Lắk, Tây Nguyên","Trung Bộ, Khánh Hòa, Gia Lai, Đắk Lắk, Tây Nguyên",Không xác định,Đỡ đầu sinh viên khó khăn sau lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/do-dau-sinh-vien-kho-khan-sau-lu-4986590.html,2025-12-06T13:42:03.473309
2025-11-03,"Lũ, lũ quét",,Lâm Đồng,Lâm Đồng,Không xác định,Bờ bao hai hồ vỡ 85 m đã gây lũ quét ở Lâm Đồng,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/bo-bao-hai-ho-vo-85-m-da-gay-lu-quet-o-lam-dong-4959335.html,2025-12-06T13:42:04.750828
2025-07-09,"Lũ, lũ quét",,,Không xác định,Không xác định,Khoảnh khắc lũ quét cuốn trôi nhà ở Mỹ,VnExpress,Thiên tai khí tượng – thủy văn,,,"109 người chết, 161 người mất tích",,,https://vnexpress.net/khoanh-khac-lu-quet-cuon-troi-nha-o-my-4912140.html,2025-12-06T13:42:05.857822
2025-11-29,"Lũ, lũ quét",Lũ lụt nghiêm trọng vừa qua,Miền Nam,Miền Nam,Không xác định,Dùng bạt bảo vệ cả căn nhà trước nước lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,162 người chết,,,https://vnexpress.net/dung-bat-bao-ve-ca-can-nha-truoc-nuoc-lu-4987670.html,2025-12-06T13:42:06.437050
2025-11-27,"Lũ, lũ quét",,Miền Trung,Miền Trung,Không xác định,BEST Express khôi phục các tuyến vận chuyển sau lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/best-express-khoi-phuc-cac-tuyen-van-chuyen-sau-lu-4986991.html,2025-12-06T13:42:07.807471
2025-11-25,"Lũ, lũ quét",,"Khánh Hòa, Lâm Đồng, Phú Yên, Trung Bộ","Khánh Hòa, Lâm Đồng, Phú Yên, Trung Bộ",Không xác định,Bán tháo lúa sau lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/ban-thao-lua-sau-lu-4985618.html,2025-12-06T13:42:09.340026
2025-11-25,"Lũ, lũ quét",Lũ lụt Hiện nay tình trạng,,Không xác định,Không xác định,Đề xuất giải pháp ngắn hạn ứng phó lũ lụt,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/de-xuat-giai-phap-ngan-han-ung-pho-lu-lut-4985753.html,2025-12-06T13:42:10.637613
2025-11-22,"Lũ, lũ quét",,"Hà Tĩnh, Vĩnh Long, Trung Bộ","Hà Tĩnh, Vĩnh Long, Trung Bộ",Không xác định,"Đói, rét ở vùng lũ",VnExpress,Thiên tai khí tượng – thủy văn,,,55 người chết,,,https://vnexpress.net/doi-ret-o-vung-lu-4974728.html,2025-12-06T13:42:11.771792
2025-07-05,"Lũ, lũ quét","Lũ lụt thảm khốc""",,Không xác định,Không xác định,"Lũ quét tại bang Mỹ, ít nhất 13 người chết",VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/lu-quet-tai-bang-my-it-nhat-13-nguoi-chet-4910391.html,2025-12-06T13:42:12.990844
2025-11-15,"Lũ, lũ quét",,"Đồng bằng sông Cửu Long, Đồng Tháp","Đồng bằng sông Cửu Long, Đồng Tháp",Không xác định,Sống chung 'lũ nghèo' miền Tây,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/song-chung-lu-ngheo-mien-tay-4964078.html,2025-12-06T13:42:14.324900
2025-12-05,"Lũ, lũ quét",,"Miền Nam, Miền Trung, Hà Nội","Miền Nam, Miền Trung, Hà Nội",Không xác định,Giá ớt tăng gấp ba lần sau bão lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/gia-ot-tang-gap-ba-lan-sau-bao-lu-4989822.html,2025-12-06T13:42:14.948044
2025-12-05,"Lũ, lũ quét",Bão Senyar,,Không xác định,Không xác định,Nạn phá rừng biến nước lũ thành 'bão đạn' ở Indonesia,VnExpress,Thiên tai khí tượng – thủy văn,,,460 người mất tích,,,https://vnexpress.net/nan-pha-rung-bien-nuoc-lu-thanh-bao-dan-o-indonesia-4989789.html,2025-12-06T13:42:15.539943
2025-07-07,"Lũ, lũ quét",Bão Barry,Miền Trung,Miền Trung,Không xác định,Đêm kinh hoàng trong trận lũ quét ở Texas,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/dem-kinh-hoang-trong-tran-lu-quet-o-texas-4910900.html,2025-12-06T13:42:17.553486
2025-11-17,"Lũ, lũ quét",,,Không xác định,Không xác định,Lũ tràn về đô thị Huế,VnExpress,Thiên tai khí tượng – thủy văn,,80-150 mm,,,,https://vnexpress.net/lu-tran-ve-do-thi-hue-4964746.html,2025-12-06T13:42:19.071329
2025-11-24,"Lũ, lũ quét",,"Phú Yên, Miền Nam, Quảng Trị, Khánh Hòa, Đà Nẵng","Phú Yên, Miền Nam, Quảng Trị, Khánh Hòa, Đà Nẵng",Không xác định,Nghệ sĩ vào vùng lũ tiếp tế nhu yếu phẩm,VnExpress,Thiên tai khí tượng – thủy văn,,,91 người chết,,,https://vnexpress.net/nghe-si-vao-vung-lu-tiep-te-nhu-yeu-pham-4985231.html,2025-12-06T13:42:20.652218
2025-07-07,"Lũ, lũ quét",,Miền Trung,Miền Trung,Không xác định,82 người thiệt mạng do lũ quét ở Texas,VnExpress,Thiên tai khí tượng – thủy văn,,,82 người chết,,,https://vnexpress.net/82-nguoi-thiet-mang-do-lu-quet-o-texas-4910888.html,2025-12-06T13:42:22.117614
2025-11-26,"Lũ, lũ quét",,,Không xác định,Không xác định,Khát nước sạch giữa rốn lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/khat-nuoc-sach-giua-ron-lu-4985486.html,2025-12-06T13:42:23.903365
2025-08-16,"Lũ, lũ quét",Lũ lụt trong mùa mưa năm,,Không xác định,Không xác định,Hơn 340 người chết vì lũ quét ở Pakistan,VnExpress,Thiên tai khí tượng – thủy văn,,,"344 người chết, 137 người bị thương",,,https://vnexpress.net/hon-340-nguoi-chet-vi-lu-quet-o-pakistan-4927749.html,2025-12-06T13:42:25.369216
2025-07-08,"Lũ, lũ quét",,,Không xác định,Không xác định,Hơn 100 người chết trong lũ quét ở Texas,VnExpress,Thiên tai khí tượng – thủy văn,,,"84 người chết, 13 người mất tích",,,https://vnexpress.net/hon-100-nguoi-chet-trong-lu-quet-o-texas-4911336.html,2025-12-06T13:42:26.841055
2025-11-24,"Lũ, lũ quét",,"Trung Bộ, Khánh Hòa, Gia Lai, Quảng Ngãi, Tây Nguyên","Trung Bộ, Khánh Hòa, Gia Lai, Quảng Ngãi, Tây Nguyên",Không xác định,Gần 2.000 trường học đóng cửa vì lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,91 người chết,300 triệu đồng,300.0,https://vnexpress.net/gan-2-000-truong-hoc-dong-cua-vi-lu-4985660.html,2025-12-06T13:42:28.467721
2025-12-05,"Lũ, lũ quét",,"Bình Thuận, Lâm Đồng","Bình Thuận, Lâm Đồng",Không xác định,Ôm phao cứu vườn thanh long trong lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,80 triệu đồng,80.0,https://vnexpress.net/om-phao-cuu-vuon-thanh-long-trong-lu-4990129.html,2025-12-06T13:42:29.142384
2025-11-28,"Lũ, lũ quét",Bão Koto,"Khánh Hòa, Lâm Đồng, Quảng Trị, Biển Đông, Đà Nẵng","Khánh Hòa, Lâm Đồng, Quảng Trị, Biển Đông, Đà Nẵng",Nghiêm trọng,Bộ đội xây sửa nhà cho người dân vùng lũ,VnExpress,Thiên tai khí tượng – thủy văn,"cấp 10, giật cấp 13",,"98 người chết, 10 người mất tích",,,https://vnexpress.net/bo-doi-xay-sua-nha-cho-nguoi-dan-vung-lu-4987400.html,2025-12-06T13:42:31.404807
2025-12-06,"Lũ, lũ quét",,Lâm Đồng,Lâm Đồng,Không xác định,"Lâm Đồng hỗ trợ 120 triệu đồng cho mỗi căn nhà bị sập, trôi do lũ",VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/lam-dong-ho-tro-120-trieu-dong-cho-moi-can-nha-bi-sap-troi-do-lu-4990489.html,2025-12-06T13:42:32.733157
2025-12-06,"Lũ, lũ quét",,,Không xác định,Không xác định,Cách Trung Quốc xây 'thành phố bọt biển' chống lũ lụt,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/cach-trung-quoc-xay-thanh-pho-bot-bien-chong-lu-lut-4990338.html,2025-12-06T13:42:33.554088
2025-10-12,"Lũ, lũ quét",,"Sóc Trăng, Tây Ninh, Miền Bắc, Đồng bằng sông Cửu Long","Sóc Trăng, Tây Ninh, Miền Bắc, Đồng bằng sông Cửu Long",Không xác định,Nghịch lý sợ lũ và chờ lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/nghich-ly-so-lu-va-cho-lu-4950315.html,2025-12-06T13:42:35.060303
2025-07-09,"Lũ, lũ quét",Sóng thần làm nước biển tràn v,,Không xác định,Không xác định,Tại sao lũ quét có sức tàn phá lớn?,VnExpress,Thiên tai khí tượng – thủy văn,,,82 người chết,,,https://vnexpress.net/tai-sao-lu-quet-co-suc-tan-pha-lon-4911358.html,2025-12-06T13:42:36.316427
2025-12-06,"Lũ, lũ quét",Lũ lụt nhiều như thời gian,,Không xác định,Không xác định,Nỗi ám ảnh chạy lũ dồn dập ở Nha Trang,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/noi-am-anh-chay-lu-don-dap-o-nha-trang-4989871.html,2025-12-06T13:42:37.141009
2025-11-17,"Lũ, lũ quét",,Quảng Trị,Quảng Trị,Không xác định,Cõng con vượt lũ đi chữa bệnh,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/cong-con-vuot-lu-di-chua-benh-4964392.html,2025-12-06T13:42:38.125511
2025-11-25,"Lũ, lũ quét",,"Trung Bộ, Đồng Nai, Đông Nam Bộ, Miền Nam, Tây Ninh","Trung Bộ, Đồng Nai, Đông Nam Bộ, Miền Nam, Tây Ninh",Không xác định,Hồ Dầu Tiếng xả lũ về sông Sài Gòn,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/ho-dau-tieng-xa-lu-ve-song-sai-gon-4985731.html,2025-12-06T13:42:39.262926
2025-12-01,"Lũ, lũ quét",Bão Kalmaegi,"Bình Định, Gia Lai","Bình Định, Gia Lai",Không xác định,"Người trồng mai, cúc Tết thiệt hại sau bão lũ",VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/nguoi-trong-mai-cuc-tet-thiet-hai-sau-bao-lu-4988010.html,2025-12-06T13:42:40.657811
2025-10-09,"Lũ, lũ quét",Bão Haiyan,"Thái Nguyên, Bắc Ninh","Thái Nguyên, Bắc Ninh",Không xác định,Sinh tồn trong lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/sinh-ton-trong-lu-4949020.html,2025-12-06T13:42:42.072103
2025-11-25,"Lũ, lũ quét",,Phú Yên,Phú Yên,Không xác định,"Làng homestay dừng kinh doanh, đón người dân chạy lũ",VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/lang-homestay-dung-kinh-doanh-don-nguoi-dan-chay-lu-4985720.html,2025-12-06T13:42:42.800322
2025-11-22,"Lũ, lũ quét",,"Khánh Hòa, Quảng Ninh, Quảng Ngãi, Hải Phòng, Lâm Đồng","Khánh Hòa, Quảng Ninh, Quảng Ngãi, Hải Phòng, Lâm Đồng",Không xác định,Lũ các sông đang xuống,VnExpress,Thiên tai khí tượng – thủy văn,,30-60 mm,55 người chết,,,https://vnexpress.net/lu-cac-song-dang-xuong-4973435.html,2025-12-06T13:42:43.848837
2025-11-29,"Lũ, lũ quét",,"Trung Bộ, Gia Lai, Phú Yên, Tây Nguyên, Lâm Đồng","Trung Bộ, Gia Lai, Phú Yên, Tây Nguyên, Lâm Đồng",Không xác định,Thủ tướng thăm người dân rốn lũ Đăk Lăk,VnExpress,Thiên tai khí tượng – thủy văn,,,"25 người chết, 10 người mất tích",,,https://vnexpress.net/thu-tuong-tham-nguoi-dan-ron-lu-dak-lak-4987756.html,2025-12-06T13:42:44.476431
2025-11-21,"Lũ, lũ quét",,Lâm Đồng,Lâm Đồng,Không xác định,Phó thủ tướng yêu cầu thủy điện Đa Nhim hỗ trợ người dân bị lũ quét,VnExpress,Thiên tai khí tượng – thủy văn,,,4 người chết,,,https://vnexpress.net/pho-thu-tuong-yeu-cau-thuy-dien-da-nhim-ho-tro-nguoi-dan-bi-lu-quet-4972651.html,2025-12-06T13:42:45.947836
2025-11-26,"Lũ, lũ quét",Lũ lụt trên khắp,,Không xác định,Không xác định,Lũ lụt khiến 33 người ở Thái Lan thiệt mạng,VnExpress,Thiên tai khí tượng – thủy văn,,,33 người chết,,,https://vnexpress.net/lu-lut-khien-33-nguoi-o-thai-lan-thiet-mang-4986459.html,2025-12-06T13:42:47.289618
2025-12-05,"Lũ, lũ quét",Bão Yagi,Miền Trung,Miền Trung,Không xác định,Chicilon Digital Media góp hơn 400 triệu ủng hộ vùng lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/chicilon-digital-media-gop-hon-400-trieu-ung-ho-vung-lu-4990356.html,2025-12-06T13:42:47.905886
2025-11-26,"Lũ, lũ quét",Bão Koto,"Đà Nẵng, Trung Bộ, Khánh Hòa, Gia Lai, Trường Sa","Đà Nẵng, Trung Bộ, Khánh Hòa, Gia Lai, Trường Sa",Trung bình,Phó thủ tướng: Cần làm rõ nguyên nhân gây ra lũ quét,VnExpress,Thiên tai khí tượng – thủy văn,"cấp 8, giật cấp 10",,108 người chết,,,https://vnexpress.net/pho-thu-tuong-can-lam-ro-nguyen-nhan-gay-ra-lu-quet-4986451.html,2025-12-06T13:42:49.727329
2025-11-17,"Lũ, lũ quét",,"Khánh Hòa, Hà Tĩnh, Quảng Trị","Khánh Hòa, Hà Tĩnh, Quảng Trị",Không xác định,Xe đầu kéo bị lũ cuốn,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/xe-dau-keo-bi-lu-cuon-4964951.html,2025-12-06T13:42:51.268908
2025-11-24,"Lũ, lũ quét",,Phú Yên,Phú Yên,Không xác định,Hộp cơm nóng sau lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/nguoi-dan-can-gi-sau-lu-4985386.html,2025-12-06T13:42:53.748700
2025-12-06,"Lũ, lũ quét",Lũ lụt vượt mức lịch sử trê,"Khánh Hòa, Bắc Ninh, Quảng Ninh, Quảng Ngãi, Hải Phòng","Khánh Hòa, Bắc Ninh, Quảng Ninh, Quảng Ngãi, Hải Phòng",Không xác định,"Bộ trưởng Tài chính: Bão lũ làm GDP quý IV giảm khoảng 0,1%",VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/bo-truong-tai-chinh-bao-lu-lam-gdp-quy-iv-giam-khoang-0-1-4990547.html,2025-12-06T13:42:54.375185
2025-11-25,"Lũ, lũ quét",,"Khánh Hòa, Gia Lai, Phú Yên, Miền Trung, Bình Định","Khánh Hòa, Gia Lai, Phú Yên, Miền Trung, Bình Định",Không xác định,Nhiều doanh nghiệp ở miền Trung trắng tay sau lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,5 tỷ đồng,5.0,https://vnexpress.net/nhieu-doanh-nghiep-o-mien-trung-trang-tay-sau-lu-4985734.html,2025-12-06T13:42:55.105508
2025-11-20,"Lũ, lũ quét",,"Khánh Hòa, Thừa Thiên Huế, Đồng Nai, Đắk Lắk, Lâm Đồng","Khánh Hòa, Thừa Thiên Huế, Đồng Nai, Đắk Lắk, Lâm Đồng",Không xác định,"Nguy cơ lũ quét ở Đăk Lăk, Khánh Hòa trong 6 giờ tới - Báo VnExpress",VnExpress,Thiên tai khí tượng – thủy văn,,,"4 người chết, 18 người bị thương",,,https://vnexpress.net/cac-tinh-mien-trung-cap-tap-ung-cuu-dan-vung-lu-4969014.html,2025-12-06T13:42:56.483437
2025-07-22,"Lũ, lũ quét",Bão Wipha,"Hưng Yên, Ninh Bình, Hà Tĩnh, Nghệ An, Thanh Hóa","Hưng Yên, Ninh Bình, Hà Tĩnh, Nghệ An, Thanh Hóa",Không xác định,"Thanh Hóa ngập sâu, Nghệ An xuất hiện lũ quét",VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/thanh-hoa-ngap-sau-nghe-an-xuat-hien-lu-quet-4917539.html,2025-12-06T13:42:57.756542
2025-12-06,"Lũ, lũ quét",,Lâm Đồng,Lâm Đồng,Không xác định,Bị bắt vì chiếm đoạt tiền cứu trợ bão lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/bi-bat-vi-chiem-doat-tien-cuu-tro-bao-lu-4990453.html,2025-12-06T13:42:58.348833
2025-08-26,"Lũ, lũ quét",Bão Kajiki,"Lào Cai, Bắc Ninh, Sơn La, Hòa Bình, Trung Bộ","Lào Cai, Bắc Ninh, Sơn La, Hòa Bình, Trung Bộ",Rất nghiêm trọng,"Hơn 700 xã nguy cơ sạt lở, lũ quét",VnExpress,Thiên tai khí tượng – thủy văn,cấp 12,20-50 mm,"3 người chết, 13 người bị thương",,,https://vnexpress.net/hon-700-xa-nguy-co-sat-lo-lu-quet-4931529.html,2025-12-06T13:42:59.651945
2025-11-20,"Lũ, lũ quét",,,Không xác định,Không xác định,Người vùng lũ: 'Mong được cứu',VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/nguoi-vung-lu-mong-duoc-cuu-4969194.html,2025-12-06T13:43:01.087700
2025-11-27,"Lũ, lũ quét",,,Không xác định,Không xác định,Cách phòng bệnh viêm mũi họng sau lũ - Báo VnExpress,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/cach-phong-benh-viem-mui-hong-sau-lu-4986671.html,2025-12-06T13:43:02.445544
2025-07-06,"Lũ, lũ quét",Lũ lụt bắt đầu hôm,Miền Trung,Miền Trung,Không xác định,Người chết do lũ quét ở Texas tăng lên 51,VnExpress,Thiên tai khí tượng – thủy văn,,,"43 người chết, 8 người bị thương",,,https://vnexpress.net/nguoi-chet-do-lu-quet-o-texas-tang-len-51-4910678.html,2025-12-06T13:43:04.088035
2025-12-05,"Lũ, lũ quét",,Lâm Đồng,Lâm Đồng,Không xác định,Hàng trăm người kêu cứu trong đêm lũ dâng ngập nhà ở Lâm Đồng,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/hang-tram-nguoi-keu-cuu-trong-dem-lu-dang-ngap-nha-o-lam-dong-4989957.html,2025-12-06T13:43:04.702114
2025-11-19,"Lũ, lũ quét",,"Đắk Lắk, Phú Yên","Đắk Lắk, Phú Yên",Không xác định,Tôm hùm chết hàng loạt do lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,400 triệu đồng,400.0,https://vnexpress.net/tom-hum-phu-yen-chet-hang-loat-4966774.html,2025-12-06T13:43:05.823315
2025-10-20,"Lũ, lũ quét",Bão Matmo,"Miền Bắc, Thái Nguyên","Miền Bắc, Thái Nguyên",Không xác định,Không nhà sau lũ,VnExpress,Thiên tai khí tượng – thủy văn,,,,,,https://vnexpress.net/khong-nha-sau-lu-4953273.html,2025-12-06T13:43:07.485055
2025-10-28,"Lũ, lũ quét",,Đà Nẵng,Đà Nẵng,Không xác định,"Sạt lở, lũ quét cuốn trôi hàng chục ngôi nhà ở Đà Nẵng",VnExpress,Thiên tai khí tượng – thủy văn,,500-700 mm,,,,https://vnexpress.net/sat-lo-lu-quet-cuon-troi-hang-chuc-ngoi-nha-o-da-nang-4957003.html,2025-12-06T13:43:09.042818
2025-08-08,"Lũ, lũ quét",,Miền Nam,Miền Nam,Không xác định,"Lũ quét ở tây bắc Trung Quốc, 10 người chết",VnExpress,Thiên tai khí tượng – thủy văn,,,"10 người chết, 33 người mất tích",,,https://vnexpress.net/lu-quet-o-tay-bac-trung-quoc-10-nguoi-chet-4924616.html,2025-12-06T13:43:10.617162
